State,Tract,County,StateLegislativeDistrictsLower
36,491100,089,116
36,491200,089,116
36,491300,089,116
36,491400,089,116
36,491500,089,116
36,491600,089,116
36,491700,089,116
36,491800,089,116
36,491800,089,117
36,491900,089,116
36,492000,089,116
36,492100,089,116
36,492300,089,118
36,492400,089,115
36,492500,089,115
36,492500,089,118
36,492600,089,117
36,492700,089,117
36,492800,089,116
36,492900,089,116
36,517000,059,013
36,517101,059,013
36,517102,059,013
36,517200,059,013
36,517301,059,013
36,517302,059,013
36,517400,059,013
36,517500,059,013
36,517500,059,019
36,517600,059,015
36,517600,059,019
36,517701,059,013
36,517701,059,015
36,517701,059,019
36,517705,059,013
36,517705,059,015
36,517705,059,019
36,517801,059,013
36,517801,059,015
36,517802,059,015
36,517901,059,013
36,517901,059,015
36,517902,059,013
36,517902,059,015
36,518000,059,013
36,518000,059,015
36,518100,059,015
36,518201,059,013
36,518201,059,015
36,518203,059,013
36,518204,059,013
36,518300,059,015
36,518400,059,013
36,518400,059,015
36,518501,059,013
36,518501,059,015
36,518502,059,015
36,518600,059,013
36,518600,059,015
36,518700,059,013
36,518700,059,015
36,518800,059,013
36,518900,059,013
36,518900,059,015
36,519000,059,015
36,519100,059,015
36,519200,059,015
36,519300,059,015
36,519400,059,015
36,519500,059,013
36,519500,059,015
36,519601,059,013
36,519601,059,015
36,519602,059,013
36,519702,059,013
36,519703,059,013
36,519704,059,013
36,519801,059,013
36,519801,059,015
36,519802,059,013
36,519802,059,015
36,519900,059,013
36,519900,059,015
36,520001,059,015
36,520002,059,015
36,520002,059,017
36,520100,059,013
36,520100,059,015
36,520200,059,017
36,520300,059,017
36,520401,059,015
36,520402,059,015
36,520501,059,017
36,520502,059,009
36,520502,059,017
36,520600,059,009
36,520600,059,017
36,520700,059,017
36,520800,059,009
36,520800,059,017
36,520900,059,017
36,521000,059,017
36,521100,059,017
36,521200,059,017
36,521301,059,017
36,521302,059,009
36,521400,059,009
36,521400,059,017
36,521500,059,009
36,521601,059,009
36,521602,059,009
36,521700,059,009
36,521801,059,009
36,521802,059,009
36,521902,059,009
36,522000,059,009
36,522700,059,014
36,590100,077,101
36,590100,077,102
36,590201,077,121
36,590202,077,121
36,590300,077,121
36,590400,077,121
36,590500,077,121
36,590600,077,101
36,590600,077,102
36,590700,077,101
36,590700,077,102
36,590800,077,121
36,590900,077,121
36,591000,077,121
36,591100,077,121
36,591200,077,121
36,591300,077,121
36,591400,077,121
36,591500,077,122
36,591600,077,122
36,610000,027,105
36,640001,027,105
36,640002,027,104
36,640002,027,105
36,740100,095,102
36,740200,095,102
36,740300,095,102
36,740400,095,102
36,740500,095,102
36,740600,095,102
36,740700,095,102
36,740800,095,102
36,940000,009,148
36,940000,029,147
36,940000,029,149
36,940000,033,115
36,940000,065,121
36,940000,067,128
36,940001,063,145
36,940100,029,144
36,940100,037,139
36,940100,063,144
36,940100,065,117
36,940101,053,121
36,940102,053,121
36,940103,053,121
36,940200,003,148
36,940200,009,148
36,940200,053,121
36,940200,065,121
36,940300,009,148
36,940300,053,121
36,940401,053,121
36,940403,053,121
36,940600,053,121
36,940700,053,121
36,950100,003,148
36,950100,033,115
36,950100,037,139
36,950100,041,118
36,950100,049,117
36,950100,097,132
36,950100,099,131
36,950100,105,101
36,950100,111,102
36,950200,033,115
36,950200,037,139
36,950200,049,117
36,950200,097,132
36,950200,099,131
36,950200,105,100
36,950200,111,102
36,950300,003,148
36,950300,033,115
36,950300,037,139
36,950300,041,118
36,950300,049,117
36,950300,097,132
36,950300,099,131
36,950300,105,100
36,950300,111,102
36,950400,003,148
36,950400,033,115
36,950400,037,139
36,950400,041,118
36,950400,049,117
36,950400,097,132
36,950400,099,131
36,950400,105,100
36,950400,111,102
36,950500,003,148
36,950500,037,139
36,950500,041,118
36,950500,049,117
36,950500,097,132
36,950500,099,131
36,950500,105,100
36,950500,111,103
36,950501,033,115
36,950502,033,115
36,950600,003,148
36,950600,033,115
36,950600,037,139
36,950600,049,117
36,950600,099,131
36,950600,105,100
36,950600,111,102
36,950600,111,103
36,950700,003,148
36,950700,033,115
36,950700,037,139
36,950700,049,117
36,950700,099,131
36,950700,105,100
36,950800,003,148
36,950800,033,115
36,950800,037,139
36,950800,099,131
36,950800,099,132
36,950800,105,100
36,950900,003,148
36,950900,033,115
36,950900,037,139
36,950900,099,132
36,950900,105,100
36,950900,111,101
36,950900,111,103
36,951000,003,148
36,951000,033,115
36,951000,037,139
36,951000,099,132
36,951000,105,100
36,951000,111,103
36,951100,003,148
36,951100,033,115
36,951100,037,139
36,951100,105,100
36,951100,111,103
36,951200,003,148
36,951200,033,115
36,951200,037,139
36,951200,105,100
36,951200,111,103
36,951300,003,148
36,951300,037,139
36,951300,105,100
36,951300,111,103
36,951400,037,139
36,951400,111,103
36,951500,105,100
36,951500,111,103
36,951600,105,100
36,951600,111,103
36,951700,105,100
36,951700,111,103
36,951800,105,100
36,951800,111,103
36,951900,105,100
36,951900,111,103
36,952000,105,100
36,952000,111,103
36,952100,105,100
36,952100,111,103
36,952200,105,100
36,952200,111,103
36,952300,105,100
36,952300,111,103
36,952400,105,100
36,952400,111,103
36,952500,105,100
36,952500,111,103
36,952600,111,103
36,952700,111,103
36,952800,111,103
36,952900,111,103
36,953000,111,103
36,953300,111,103
36,953400,111,103
36,953500,111,103
36,953600,111,104
36,953700,111,104
36,953800,111,104
36,953900,111,104
36,954000,111,103
36,954100,111,103
36,954200,111,103
36,954400,111,101
36,954500,111,101
36,954600,111,101
36,954700,111,101
36,954800,111,101
36,954900,111,102
36,955000,111,103
36,955300,111,103
36,955400,111,101
36,960100,009,148
36,960100,031,114
36,960100,101,132
36,960200,009,148
36,960200,031,114
36,960200,101,132
36,960200,101,133
36,960300,009,148
36,960300,031,114
36,960300,101,133
36,960400,009,148
36,960400,101,133
36,960498,031,114
36,960500,009,148
36,960500,101,132
36,960500,101,133
36,960598,031,114
36,960600,009,148
36,960600,101,133
36,960700,031,114
36,960700,101,133
36,960702,009,148
36,960800,009,148
36,960800,031,114
36,960800,101,133
36,960900,031,114
36,960900,101,133
36,961000,009,148
36,961000,031,114
36,961000,101,132
36,961100,009,148
36,961100,031,114
36,961100,101,132
36,961200,009,148
36,961200,031,114
36,961200,101,132
36,961300,009,148
36,961300,031,114
36,961300,101,132
36,961400,009,148
36,961400,031,114
36,961400,101,132
36,961500,009,148
36,961500,101,132
36,961600,009,148
36,961600,101,132
36,961700,009,148
36,961700,101,132
36,961800,009,148
36,961800,101,132
36,961900,101,132
36,962000,101,132
36,962000,101,148
36,962100,101,132
36,962200,009,148
36,962200,101,132
36,962300,101,132
36,962400,101,132
36,962500,101,132
36,962600,101,132
36,962700,101,132
36,962800,101,132
36,962900,101,132
36,963000,101,132
36,970100,017,122
36,970100,017,126
36,970100,023,126
36,970100,025,101
36,970100,025,102
36,970100,035,118
36,970100,121,147
36,970200,017,122
36,970200,017,126
36,970200,023,126
36,970200,025,101
36,970200,025,102
36,970200,035,118
36,970200,121,147
36,970300,017,122
36,970300,023,126
36,970300,025,122
36,970300,035,118
36,970300,121,147
36,970400,017,122
36,970400,023,125
36,970400,025,122
36,970400,035,118
36,970400,121,147
36,970500,017,122
36,970500,017,126
36,970500,023,125
36,970500,025,122
36,970500,035,118
36,970500,121,147
36,970600,023,125
36,970600,025,122
36,970600,035,118
36,970600,121,147
36,970601,017,122
36,970601,017,126
36,970602,017,122
36,970700,017,122
36,970700,017,126
36,970700,023,125
36,970700,025,101
36,970700,035,118
36,970700,121,147
36,970800,023,125
36,970800,025,101
36,970800,035,118
36,970800,121,147
36,970801,017,122
36,970802,017,122
36,970900,017,122
36,970900,023,125
36,970900,025,101
36,970900,035,118
36,970900,121,147
36,971000,017,122
36,971000,023,125
36,971000,025,101
36,971000,025,102
36,971000,035,118
36,971000,121,147
36,971100,023,126
36,971100,025,102
36,971100,035,118
36,971100,121,147
36,971200,023,125
36,971200,025,102
36,971200,035,118
36,971300,025,122
36,971300,035,118
36,971400,025,122
36,971400,035,118
36,971500,035,118
36,980000,045,116
36,980000,045,117
36,980000,055,137
36,980000,055,138
36,980002,065,119
36,980003,065,119
36,980100,055,136
36,980100,059,019
36,980100,065,119
36,981000,119,092
36,981100,059,019
36,982000,119,095
36,982100,059,013
36,982100,059,015
36,983000,119,093
36,984000,119,095
36,985000,119,093
36,990000,013,150
36,990000,029,147
36,990000,029,149
36,990000,055,134
36,990000,055,135
36,990000,055,136
36,990000,055,139
36,990000,063,144
36,990000,073,139
36,990000,075,120
36,990001,045,116
36,990001,045,117
36,990100,047,045
36,990100,047,046
36,990100,059,016
36,990100,081,023
36,990100,085,062
36,990100,085,064
36,990100,103,001
36,990100,103,002
36,990100,103,003
36,990100,103,004
36,990100,103,007
36,990100,103,008
36,990100,103,009
36,990100,103,012
36,990100,117,130
36,990200,011,130
36,990200,059,013
36,990301,059,013
36,990302,059,009
36,990400,059,014
36,990400,059,020
